"Date","Period","Temp"
37765,13,10.2
37765,14,9.95
37765,15,9.7
37765,16,10
37765,17,10.3
37765,18,11.5
37765,19,12.7
37765,20,14.2
37765,21,15.7
37765,22,16
37765,23,16.3
37765,24,16.9
37765,25,17.5
37765,26,17.3
37765,27,17.1
37765,28,17.1
37765,29,17.1
37765,30,17.15
37765,31,17.2
37765,32,16.95
37765,33,16.7
37765,34,16.1
37765,35,15.5
37765,36,14.95
37765,37,14.4
37765,38,14.3
37765,39,14.2
37765,40,13.95
37765,41,13.7
37765,42,13.15
37765,43,12.6
37765,44,12.25
37765,45,11.9
37765,46,11.3
37765,47,10.7
37765,48,10.35
37766,1,10
37766,2,9.7
37766,3,9.4
37766,4,9.15
37766,5,8.9
37766,6,8.65
37766,7,8.4
37766,8,8.15
37766,9,7.9
37766,10,7.65
37766,11,7.4
37766,12,7.25
37766,13,7.1
37766,14,7.1
37766,15,7.1
37766,16,7.9
37766,17,8.7
37766,18,10.05
37766,19,11.4
37766,20,13.05
37766,21,14.7
37766,22,15.25
37766,23,15.8
37766,24,15.75
37766,25,15.7
37766,26,16.55
37766,27,17.4
37766,28,17.55
37766,29,17.7
37766,30,17.25
37766,31,16.8
37766,32,16.6
37766,33,16.4
37766,34,15.55
37766,35,14.7
37766,36,14.25
37766,37,13.8
37766,38,13.15
37766,39,12.5
37766,40,12.25
37766,41,12
37766,42,11.45
37766,43,10.9
37766,44,10.65
37766,45,10.4
37766,46,10.15
37766,47,9.9
37766,48,9.85
37767,1,9.8
37767,2,9.4
37767,3,9
37767,4,8.65
37767,5,8.3
37767,6,8.05
37767,7,7.8
37767,8,7.45
37767,9,7.1
37767,10,7.65
37767,11,8.2
37767,12,8.45
37767,13,8.7
37767,14,8.3
37767,15,7.9
37767,16,9
37767,17,10.1
37767,18,11.35
37767,19,12.6
37767,20,13.15
37767,21,13.7
37767,22,14.25
37767,23,14.8
37767,24,14.95
37767,25,15.1
37767,26,15.25
37767,27,15.4
37767,28,15.35
37767,29,15.3
37767,30,15.25
37767,31,15.2
37767,32,15
37767,33,14.8
37767,34,14.5
37767,35,14.2
37767,36,13.25
37767,37,12.3
37767,38,11.55
37767,39,10.8
37767,40,10.1
37767,41,9.4
37767,42,9.45
37767,43,9.5
37767,44,9.95
37767,45,10.4
37767,46,10
37767,47,9.6
37767,48,9.4
37768,1,9.2
37768,2,8.7
37768,3,8.2
37768,4,7.7
37768,5,7.2
37768,6,6.85
37768,7,6.5
37768,8,6.15
37768,9,5.8
37768,10,5.6
37768,11,5.4
37768,12,5.35
37768,13,5.3
37768,14,5.4
37768,15,5.5
37768,16,6
37768,17,6.5
37768,18,8.75
37768,19,11
37768,20,12.75
37768,21,14.5
37768,22,14.55
37768,23,14.6
37768,24,14.95
37768,25,15.3
37768,26,15.6
37768,27,15.9
37768,28,15.65
37768,29,15.4
37768,30,15.15
37768,31,14.9
37768,32,15.05
37768,33,15.2
37768,34,14.5
37768,35,13.8
37768,36,13.05
37768,37,12.3
37768,38,11.6
37768,39,10.9
37768,40,10.5
37768,41,10.1
37768,42,9.9
37768,43,9.7
37768,44,9.35
37768,45,9
37768,46,8.65
37768,47,8.3
37768,48,8.1
37769,1,7.9
37769,2,7.75
37769,3,7.6
37769,4,7.35
37769,5,7.1
37769,6,6.95
37769,7,6.8
37769,8,6.6
37769,9,6.4
37769,10,6.2
37769,11,6
37769,12,5.9
37769,13,5.8
37769,14,5.6
37769,15,5.4
37769,16,6
37769,17,6.6
37769,18,8.75
37769,19,10.9
37769,20,12.85
37769,21,14.8
37769,22,15.2
37769,23,15.6
37769,24,16.05
37769,25,16.5
37769,26,16.9
37769,27,17.3
37769,28,17.4
37769,29,17.5
37769,30,17.45
37769,31,17.4
37769,32,17.05
37769,33,16.7
37769,34,15.5
37769,35,14.3
37769,36,13.5
37769,37,12.7
37769,38,12.3
37769,39,11.9
37769,40,11.55
37769,41,11.2
37769,42,10.85
37769,43,10.5
37769,44,10.25
37769,45,10
37769,46,9.4
37769,47,8.8
37769,48,8.4
37770,1,8
37770,2,7.6
37770,3,7.2
37770,4,6.9
37770,5,6.6
37770,6,6.25
37770,7,5.9
37770,8,5.7
37770,9,5.5
37770,10,5.35
37770,11,5.2
37770,12,5
37770,13,4.8
37770,14,4.7
37770,15,4.6
37770,16,5.1
37770,17,5.6
37770,18,8.1
37770,19,10.6
37770,20,12.5
37770,21,14.4
37770,22,15.5
37770,23,16.6
37770,24,17.25
37770,25,17.9
37770,26,18.25
37770,27,18.6
37770,28,18.8
37770,29,19
37770,30,19.1
37770,31,19.2
37770,32,18.6
37770,33,18
37770,34,16.85
37770,35,15.7
37770,36,14.75
37770,37,13.8
37770,38,12.9
37770,39,12
37770,40,11.3
37770,41,10.6
37770,42,10.1
37770,43,9.6
37770,44,9.35
37770,45,9.1
37770,46,8.95
37770,47,8.8
37770,48,8.4
37771,1,8
37771,2,8
37771,3,8
37771,4,7.85
37771,5,7.7
37771,6,7.55
37771,7,7.4
37771,8,7.25
37771,9,7.1
37771,10,7
37771,11,6.9
37771,12,6.8
37771,13,6.7
37771,14,6.55
37771,15,6.4
37771,16,7.4
37771,17,8.4
37771,18,10.4
37771,19,12.4
37771,20,14.5
37771,21,16.6
37771,22,17.65
37771,23,18.7
37771,24,19.25
37771,25,19.8
37771,26,20.35
37771,27,20.9
37771,28,20.95
37771,29,21
37771,30,21.1
37771,31,21.2
37771,32,20.8
37771,33,20.4
37771,34,19.05
37771,35,17.7
37771,36,16.45
37771,37,15.2
37771,38,14.35
37771,39,13.5
37771,40,13.4
37771,41,13.3
37771,42,13.85
37771,43,14.4
37771,44,13.25
37771,45,12.1
37771,46,11.7
37771,47,11.3
37771,48,12.35
37772,1,13.4
37772,2,13.8
37772,3,14.2
37772,4,14.5
37772,5,14.8
37772,6,14.5
37772,7,14.2
37772,8,14.15
37772,9,14.1
37772,10,14.1
37772,11,14.1
37772,12,14
37772,13,13.9
37772,14,14.25
37772,15,14.6
37772,16,14.6
37772,17,14.6
37772,18,15.25
37772,19,15.9
37772,20,16.2
37772,21,16.5
37772,22,17.35
37772,23,18.2
37772,24,18.95
37772,25,19.7
37772,26,20.25
37772,27,20.8
37772,28,20.6
37772,29,20.4
37772,30,20.3
37772,31,20.2
37772,32,19.95
37772,33,19.7
37772,34,19.3
37772,35,18.9
37772,36,18.1
37772,37,17.3
37772,38,17.05
37772,39,16.8
37772,40,16.55
37772,41,16.3
37772,42,15.95
37772,43,15.6
37772,44,15.5
37772,45,15.4
37772,46,15.1
37772,47,14.8
37772,48,14.85
37773,1,14.9
37773,2,14.6
37773,3,14.3
37773,4,14.25
37773,5,14.2
37773,6,14.1
37773,7,14
37773,8,13.35
37773,9,12.7
37773,10,12.65
37773,11,12.6
37773,12,12.2
37773,13,11.8
37773,14,12.05
37773,15,12.3
37773,16,12.85
37773,17,13.4
37773,18,14.75
37773,19,16.1
37773,20,16.7
37773,21,17.3
37773,22,17.8
37773,23,18.3
37773,24,18.25
37773,25,18.2
37773,26,18.1
37773,27,18
37773,28,18.2
37773,29,18.4
37773,30,18.65
37773,31,18.9
37773,32,18.5
37773,33,18.1
37773,34,17.1
37773,35,16.1
37773,36,16.05
37773,37,16
37773,38,15.5
37773,39,15
37773,40,14.75
37773,41,14.5
37773,42,13.85
37773,43,13.2
37773,44,12.7
37773,45,12.2
37773,46,12.9
37773,47,13.6
37773,48,14.65
37774,1,15.7
37774,2,16.65
37774,3,17.6
37774,4,17.3
37774,5,17
37774,6,16.6
37774,7,16.2
37774,8,15.7
37774,9,15.2
37774,10,14.65
37774,11,14.1
37774,12,13.7
37774,13,13.3
37774,14,12.95
37774,15,12.6
37774,16,13.05
37774,17,13.5
37774,18,14
37774,19,14.5
37774,20,15.2
37774,21,15.9
37774,22,16.35
37774,23,16.8
37774,24,17.35
37774,25,17.9
37774,26,18.2
37774,27,18.5
37774,28,18.85
37774,29,19.2
37774,30,18.8
37774,31,18.4
37774,32,18.5
37774,33,18.6
37774,34,18.2
37774,35,17.8
37774,36,16.5
37774,37,15.2
37774,38,14.9
37774,39,14.6
37774,40,14.6
37774,41,14.6
37774,42,14.95
37774,43,15.3
37774,44,15
37774,45,14.7
37774,46,14.55
37774,47,14.4
37774,48,14.3
37775,1,14.2
37775,2,14.2
37775,3,14.2
37775,4,14.3
37775,5,14.4
37775,6,14.15
37775,7,13.9
37775,8,13.75
37775,9,13.6
37775,10,12.85
37775,11,12.1
37775,12,11.8
37775,13,11.5
37775,14,11.25
37775,15,11
37775,16,11.35
37775,17,11.7
37775,18,12.4
37775,19,13.1
37775,20,13.8
37775,21,14.5
37775,22,14.6
37775,23,14.7
37775,24,15.2
37775,25,15.7
37775,26,15.9
37775,27,16.1
37775,28,16.15
37775,29,16.2
37775,30,16.45
37775,31,16.7
37775,32,16.55
37775,33,16.4
37775,34,16
37775,35,15.6
37775,36,15.3
37775,37,15
37775,38,14.4
37775,39,13.8
37775,40,13.3
37775,41,12.8
37775,42,12.45
37775,43,12.1
37775,44,11.75
37775,45,11.4
37775,46,11.6
37775,47,11.8
37775,48,12.35
37776,1,12.9
37776,2,13.2
37776,3,13.5
37776,4,13.3
37776,5,13.1
37776,6,12.9
37776,7,12.7
37776,8,12.65
37776,9,12.6
37776,10,12.55
37776,11,12.5
37776,12,12.65
37776,13,12.8
37776,14,13.15
37776,15,13.5
37776,16,13.5
37776,17,13.5
37776,18,13.8
37776,19,14.1
37776,20,15
37776,21,15.9
37776,22,16.15
37776,23,16.4
37776,24,16.5
37776,25,16.6
37776,26,16.9
37776,27,17.2
37776,28,16.7
37776,29,16.2
37776,30,16
37776,31,15.8
37776,32,16.05
37776,33,16.3
37776,34,15.65
37776,35,15
37776,36,14.85
37776,37,14.7
37776,38,13.45
37776,39,12.2
37776,40,11.55
37776,41,10.9
37776,42,11.05
37776,43,11.2
37776,44,11.8
37776,45,12.4
37776,46,12.25
37776,47,12.1
37776,48,10.95
37777,1,9.8
37777,2,10.55
37777,3,11.3
37777,4,11
37777,5,10.7
37777,6,11.25
37777,7,11.8
37777,8,12.15
37777,9,12.5
37777,10,12.55
37777,11,12.6
37777,12,12.8
37777,13,13
37777,14,12.6
37777,15,12.2
37777,16,12.7
37777,17,13.2
37777,18,13.6
37777,19,14
37777,20,13.25
37777,21,12.5
37777,22,13.25
37777,23,14
37777,24,14.95
37777,25,15.9
37777,26,15.65
37777,27,15.4
37777,28,15.5
37777,29,15.6
37777,30,15.7
37777,31,15.8
37777,32,15.95
37777,33,16.1
37777,34,15.2
37777,35,14.3
37777,36,14.05
37777,37,13.8
37777,38,13.7
37777,39,13.6
37777,40,13.9
37777,41,14.2
37777,42,14.25
37777,43,14.3
37777,44,14.05
37777,45,13.8
37777,46,14
37777,47,14.2
37777,48,13.9
37778,1,13.6
37778,2,13.25
37778,3,12.9
37778,4,13.2
37778,5,13.5
37778,6,13.5
37778,7,13.5
37778,8,13.55
37778,9,13.6
37778,10,13.8
37778,11,14
37778,12,13.6
37778,13,13.2
37778,14,13
37778,15,12.8
37778,16,12.85
37778,17,12.9
37778,18,12.85
37778,19,12.8
37778,20,13.05
37778,21,13.3
37778,22,13.9
37778,23,14.5
37778,24,13.65
37778,25,12.8
37778,26,13.15
37778,27,13.5
37778,28,13.1
37778,29,12.7
37778,30,12.45
37778,31,12.2
37778,32,11.75
37778,33,11.3
37778,34,11.8
37778,35,12.3
37778,36,12.4
37778,37,12.5
37778,38,12.4
37778,39,12.3
37778,40,11.8
37778,41,11.3
37778,42,11.2
37778,43,11.1
37778,44,11.2
37778,45,11.3
37778,46,11.4
37778,47,11.5
37778,48,11.45
37779,1,11.4
37779,2,11.15
37779,3,10.9
37779,4,10.9
37779,5,10.9
37779,6,10.5
37779,7,10.1
37779,8,10.45
37779,9,10.8
37779,10,10.5
37779,11,10.2
37779,12,10.45
37779,13,10.7
37779,14,10.7
37779,15,10.7
37779,16,11
37779,17,11.3
37779,18,12.05
37779,19,12.8
37779,20,13.3
37779,21,13.8
37779,22,13.8
37779,23,13.8
37779,24,14.15
37779,25,14.5
37779,26,14.7
37779,27,14.9
37779,28,14.35
37779,29,13.8
37779,30,14.25
37779,31,14.7
37779,32,14.45
37779,33,14.2
37779,34,14
37779,35,13.8
37779,36,13.65
37779,37,13.5
37779,38,13.45
37779,39,13.4
37779,40,13.25
37779,41,13.1
37779,42,12.9
37779,43,12.7
37779,44,12.6
37779,45,12.5
37779,46,12.45
37779,47,12.4
37779,48,12.05
37780,1,11.7
37780,2,11.65
37780,3,11.6
37780,4,11.6
37780,5,11.6
37780,6,11.6
37780,7,11.6
37780,8,11.55
37780,9,11.5
37780,10,11.5
37780,11,11.5
37780,12,11.55
37780,13,11.6
37780,14,11.6
37780,15,11.6
37780,16,11.65
37780,17,11.7
37780,18,12.15
37780,19,12.6
37780,20,13.1
37780,21,13.6
37780,22,14
37780,23,14.4
37780,24,14.45
37780,25,14.5
37780,26,14.4
37780,27,14.3
37780,28,14.1
37780,29,13.9
37780,30,13.95
37780,31,14
37780,32,13.95
37780,33,13.9
37780,34,13.65
37780,35,13.4
37780,36,13.2
37780,37,13
37780,38,12.75
37780,39,12.5
37780,40,12.4
37780,41,12.3
37780,42,12.25
37780,43,12.2
37780,44,12.1
37780,45,12
37780,46,11.9
37780,47,11.8
37780,48,11.65
37781,1,11.5
37781,2,11.05
37781,3,10.6
37781,4,9.6
37781,5,8.6
37781,6,8.35
37781,7,8.1
37781,8,8.2
37781,9,8.3
37781,10,8.5
37781,11,8.7
37781,12,8.95
37781,13,9.2
37781,14,9.45
37781,15,9.7
37781,16,9.7
37781,17,9.7
37781,18,10.2
37781,19,10.7
37781,20,11.55
37781,21,12.4
37781,22,12.75
37781,23,13.1
37781,24,13.55
37781,25,14
37781,26,14
37781,27,14
37781,28,14.15
37781,29,14.3
37781,30,14.2
37781,31,14.1
37781,32,14.05
37781,33,14
37781,34,13.85
37781,35,13.7
37781,36,13.35
37781,37,13
37781,38,12.75
37781,39,12.5
37781,40,12.3
37781,41,12.1
37781,42,11.95
37781,43,11.8
37781,44,11.7
37781,45,11.6
37781,46,11.6
37781,47,11.6
37781,48,11.25
37782,1,10.9
37782,2,10.3
37782,3,9.7
37782,4,9.3
37782,5,8.9
37782,6,8.2
37782,7,7.5
37782,8,7
37782,9,6.5
37782,10,6.2
37782,11,5.9
37782,12,5.5
37782,13,5.1
37782,14,4.95
37782,15,4.8
37782,16,5
37782,17,5.2
37782,18,7.55
37782,19,9.9
37782,20,11.35
37782,21,12.8
37782,22,13.3
37782,23,13.8
37782,24,14.15
37782,25,14.5
37782,26,15.1
37782,27,15.7
37782,28,16
37782,29,16.3
37782,30,16.2
37782,31,16.1
37782,32,15.95
37782,33,15.8
37782,34,15.05
37782,35,14.3
37782,36,13.15
37782,37,12
37782,38,11.15
37782,39,10.3
37782,40,9.6
37782,41,8.9
37782,42,8.45
37782,43,8
37782,44,7.7
37782,45,7.4
37782,46,6.95
37782,47,6.5
37782,48,6.4
37783,1,6.3
37783,2,6.4
37783,3,6.5
37783,4,6.3
37783,5,6.1
37783,6,6.1
37783,7,6.1
37783,8,6.05
37783,9,6
37783,10,6.55
37783,11,7.1
37783,12,6.8
37783,13,6.5
37783,14,7.15
37783,15,7.8
37783,16,8.35
37783,17,8.9
37783,18,9.8
37783,19,10.7
37783,20,12.15
37783,21,13.6
37783,22,14.3
37783,23,15
37783,24,15.45
37783,25,15.9
37783,26,16.45
37783,27,17
37783,28,17.05
37783,29,17.1
37783,30,17.2
37783,31,17.3
37783,32,17.2
37783,33,17.1
37783,34,16.65
37783,35,16.2
37783,36,15.15
37783,37,14.1
37783,38,13.5
37783,39,12.9
37783,40,12.85
37783,41,12.8
37783,42,12.9
37783,43,13
37783,44,12.85
37783,45,12.7
37783,46,12.45
37783,47,12.2
37783,48,11.95
37784,1,11.7
37784,2,12.35
37784,3,13
37784,4,12.95
37784,5,12.9
37784,6,12.75
37784,7,12.6
37784,8,12.65
37784,9,12.7
37784,10,12.6
37784,11,12.5
37784,12,12.4
37784,13,12.3
37784,14,12.1
37784,15,11.9
37784,16,11.9
37784,17,11.9
37784,18,12.1
37784,19,12.3
37784,20,11.8
37784,21,11.3
37784,22,12.2
37784,23,13.1
37784,24,12.05
37784,25,11
37784,26,11.55
37784,27,12.1
37784,28,13.05
37784,29,14
37784,30,14
37784,31,14
37784,32,14
37784,33,14
37784,34,13.2
37784,35,12.4
37784,36,12.15
37784,37,11.9
37784,38,11.45
37784,39,11
37784,40,11.15
37784,41,11.3
37784,42,11.25
37784,43,11.2
37784,44,11.15
37784,45,11.1
37784,46,11.3
37784,47,11.5
37784,48,11.65
37785,1,11.8
37785,2,11.6
37785,3,11.4
37785,4,9.9
37785,5,8.4
37785,6,8.1
37785,7,7.8
37785,8,7.9
37785,9,8
37785,10,8.15
37785,11,8.3
37785,12,8.25
37785,13,8.2
37785,14,8.25
37785,15,8.3
37785,16,8.45
37785,17,8.6
37785,18,9.25
37785,19,9.9
37785,20,10.3
37785,21,10.7
37785,22,11.65
37785,23,12.6
37785,24,12.6
37785,25,12.6
37785,26,13.2
37785,27,13.8
37785,28,13.8
37785,29,13.8
37785,30,13.9
37785,31,14
37785,32,13.9
37785,33,13.8
37785,34,13.55
37785,35,13.3
37785,36,12.7
37785,37,12.1
37785,38,11.6
37785,39,11.1
37785,40,11.45
37785,41,11.8
37785,42,11.55
37785,43,11.3
37785,44,11.75
37785,45,12.2
37785,46,11.3
37785,47,10.4
37785,48,10.5
37786,1,10.6
37786,2,10.4
37786,3,10.2
37786,4,10.6
37786,5,11
37786,6,11.05
37786,7,11.1
37786,8,11.35
37786,9,11.6
37786,10,11.55
37786,11,11.5
37786,12,11.45
37786,13,11.4
37786,14,11.5
37786,15,11.6
37786,16,11.8
37786,17,12
37786,18,12.3
37786,19,12.6
37786,20,13.2
37786,21,13.8
37786,22,13.65
37786,23,13.5
37786,24,13.75
37786,25,14
37786,26,13.9
37786,27,13.8
37786,28,13.6
37786,29,13.4
37786,30,14.2
37786,31,15
37786,32,14.45
37786,33,13.9
37786,34,13.55
37786,35,13.2
37786,36,12.55
37786,37,11.9
37786,38,11.5
37786,39,11.1
37786,40,11.05
37786,41,11
37786,42,10.8
37786,43,10.6
37786,44,10.6
37786,45,10.6
37786,46,10.35
37786,47,10.1
37786,48,10.3
37787,1,10.5
37787,2,10.35
37787,3,10.2
37787,4,9.95
37787,5,9.7
37787,6,9.35
37787,7,9
37787,8,9
37787,9,9
37787,10,8.8
37787,11,8.6
37787,12,8.7
37787,13,8.8
37787,14,8.95
37787,15,9.1
37787,16,9.25
37787,17,9.4
37787,18,9.55
37787,19,9.7
37787,20,9.95
37787,21,10.2
37787,22,10.6
37787,23,11
37787,24,11.7
37787,25,12.4
37787,26,12.85
37787,27,13.3
37787,28,13.9
37787,29,14.5
37787,30,14.25
37787,31,14
37787,32,13.9
37787,33,13.8
37787,34,13.5
37787,35,13.2
37787,36,12.9
37787,37,12.6
37787,38,12.4
37787,39,12.2
37787,40,11.65
37787,41,11.1
37787,42,10.65
37787,43,10.2
37787,44,10
37787,45,9.8
37787,46,9.15
37787,47,8.5
37787,48,8.3
37788,1,8.1
37788,2,7.8
37788,3,7.5
37788,4,7.25
37788,5,7
37788,6,7.25
37788,7,7.5
37788,8,7.4
37788,9,7.3
37788,10,7.2
37788,11,7.1
37788,12,7.05
37788,13,7
37788,14,6.7
37788,15,6.4
37788,16,6.65
37788,17,6.9
37788,18,7.45
37788,19,8
37788,20,9.55
37788,21,11.1
37788,22,12.05
37788,23,13
37788,24,12.9
37788,25,12.8
37788,26,13.55
37788,27,14.3
37788,28,14.15
37788,29,14
37788,30,14.2
37788,31,14.4
37788,32,14.1
37788,33,13.8
37788,34,13.5
37788,35,13.2
37788,36,13.1
37788,37,13
37788,38,12.85
37788,39,12.7
37788,40,12.6
37788,41,12.5
37788,42,12.35
37788,43,12.2
37788,44,11.95
37788,45,11.7
37788,46,11.5
37788,47,11.3
37788,48,10.7
37789,1,10.1
37789,2,9.55
37789,3,9
37789,4,8.7
37789,5,8.4
37789,6,8.4
37789,7,8.4
37789,8,8.3
37789,9,8.2
37789,10,7.8
37789,11,7.4
37789,12,7.15
37789,13,6.9
37789,14,7.1
37789,15,7.3
37789,16,7.85
37789,17,8.4
37789,18,9.3
37789,19,10.2
37789,20,10.6
37789,21,11
37789,22,11.6
37789,23,12.2
37789,24,12.65
37789,25,13.1
37789,26,13.05
37789,27,13
37789,28,13.6
37789,29,14.2
37789,30,14.05
37789,31,13.9
37789,32,14
37789,33,14.1
37789,34,13.55
37789,35,13
37789,36,12.65
37789,37,12.3
37789,38,12.25
37789,39,12.2
37789,40,12.2
37789,41,12.2
37789,42,12.05
37789,43,11.9
37789,44,11.8
37789,45,11.7
37789,46,11.3
37789,47,10.9
37789,48,10.8
37790,1,10.7
37790,2,10.75
37790,3,10.8
37790,4,10.7
37790,5,10.6
37790,6,10.6
37790,7,10.6
37790,8,10.65
37790,9,10.7
37790,10,10.7
37790,11,10.7
37790,12,10.7
37790,13,10.7
37790,14,10.7
37790,15,10.7
37790,16,10.75
37790,17,10.8
37790,18,11.2
37790,19,11.6
37790,20,12.2
37790,21,12.8
37790,22,12.75
37790,23,12.7
37790,24,12.75
37790,25,12.8
37790,26,12.9
37790,27,13
37790,28,13.7
37790,29,14.4
37790,30,14.1
37790,31,13.8
37790,32,13.75
37790,33,13.7
37790,34,13.5
37790,35,13.3
37790,36,12.75
37790,37,12.2
37790,38,11.55
37790,39,10.9
37790,40,10.55
37790,41,10.2
37790,42,10.15
37790,43,10.1
37790,44,9.6
37790,45,9.1
37790,46,8.7
37790,47,8.3
37790,48,8.35
37791,1,8.4
37791,2,8.05
37791,3,7.7
37791,4,7.45
37791,5,7.2
37791,6,7.5
37791,7,7.8
37791,8,8.05
37791,9,8.3
37791,10,8.45
37791,11,8.6
37791,12,8.8
37791,13,9
37791,14,9.2
37791,15,9.4
37791,16,9.35
37791,17,9.3
37791,18,9.75
37791,19,10.2
37791,20,11.35
37791,21,12.5
37791,22,12.9
37791,23,13.3
37791,24,13.9
37791,25,14.5
37791,26,14.45
37791,27,14.4
37791,28,14.4
37791,29,14.4
37791,30,14.6
37791,31,14.8
37791,32,14.65
37791,33,14.5
37791,34,13.85
37791,35,13.2
37791,36,12.55
37791,37,11.9
37791,38,11.25
37791,39,10.6
37791,40,10.55
37791,41,10.5
37791,42,10.55
37791,43,10.6
37791,44,10.7
37791,45,10.8
37791,46,10.85
37791,47,10.9
37791,48,10.8
37792,1,10.7
37792,2,10.65
37792,3,10.6
37792,4,10.6
37792,5,10.6
37792,6,10.55
37792,7,10.5
37792,8,10.5
37792,9,10.5
37792,10,10.4
37792,11,10.3
37792,12,10.3
37792,13,10.3
37792,14,10.2
37792,15,10.1
37792,16,10.2
37792,17,10.3
37792,18,10.9
37792,19,11.5
37792,20,11.9
37792,21,12.3
37792,22,12.75
37792,23,13.2
37792,24,13.75
37792,25,14.3
37792,26,14.4
37792,27,14.5
37792,28,14.95
37792,29,15.4
37792,30,15.3
37792,31,15.2
37792,32,15.1
37792,33,15
37792,34,13.9
37792,35,12.8
37792,36,12.35
37792,37,11.9
37792,38,11.95
37792,39,12
37792,40,11.85
37792,41,11.7
37792,42,11.45
37792,43,11.2
37792,44,10.8
37792,45,10.4
37792,46,10.35
37792,47,10.3
37792,48,10.5
37793,1,10.7
37793,2,10.65
37793,3,10.6
37793,4,10.6
37793,5,10.6
37793,6,10.65
37793,7,10.7
37793,8,10.65
37793,9,10.6
37793,10,10.5
37793,11,10.4
37793,12,10.65
37793,13,10.9
37793,14,10.5
37793,15,10.1
37793,16,9.95
37793,17,9.8
37793,18,10.4
37793,19,11
37793,20,11.7
37793,21,12.4
37793,22,12.4
37793,23,12.4
37793,24,12.4
37793,25,12.4
37793,26,12.9
37793,27,13.4
37793,28,13.9
37793,29,14.4
37793,30,14.45
37793,31,14.5
37793,32,13.8
37793,33,13.1
37793,34,12.9
37793,35,12.7
37793,36,12.65
37793,37,12.6
37793,38,12.75
37793,39,12.9
37793,40,12.6
37793,41,12.3
37793,42,12.4
37793,43,12.5
37793,44,11.95
37793,45,11.4
37793,46,11.5
37793,47,11.6
37793,48,11.5
37794,1,11.4
37794,2,11.4
37794,3,11.4
37794,4,11.35
37794,5,11.3
37794,6,11.35
37794,7,11.4
37794,8,11.65
37794,9,11.9
37794,10,11.8
37794,11,11.7
37794,12,11.75
37794,13,11.8
37794,14,11.25
37794,15,10.7
37794,16,10.5
37794,17,10.3
37794,18,11.15
37794,19,12
37794,20,12.7
37794,21,13.4
37794,22,14.05
37794,23,14.7
37794,24,15
37794,25,15.3
37794,26,15.35
37794,27,15.4
37794,28,15.6
37794,29,15.8
37794,30,15.65
37794,31,15.5
37794,32,14.95
37794,33,14.4
37794,34,13.4
37794,35,12.4
37794,36,11.7
37794,37,11
37794,38,10.3
37794,39,9.6
37794,40,8.9
37794,41,8.2
37794,42,7.75
37794,43,7.3
37794,44,6.9
37794,45,6.5
37794,46,6.2
37794,47,5.9
37794,48,5.75
37795,1,5.6
37795,2,5.35
37795,3,5.1
37795,4,4.9
37795,5,4.7
37795,6,4.55
37795,7,4.4
37795,8,4.3
37795,9,4.2
37795,10,4.15
37795,11,4.1
37795,12,4.05
37795,13,4
37795,14,3.9
37795,15,3.8
37795,16,4.75
37795,17,5.7
37795,18,6.9
37795,19,8.1
37795,20,9.45
37795,21,10.8
37795,22,11.05
37795,23,11.3
37795,24,11.6
37795,25,11.9
37795,26,12.3
37795,27,12.7
37795,28,13
37795,29,13.3
37795,30,13.2
37795,31,13.1
37795,32,13.25
37795,33,13.4
37795,34,12.55
37795,35,11.7
37795,36,11.15
37795,37,10.6
37795,38,9.95
37795,39,9.3
37795,40,8.9
37795,41,8.5
37795,42,8.25
37795,43,8
37795,44,7.85
37795,45,7.7
37795,46,7.6
37795,47,7.5
37795,48,7.2
37796,1,6.9
37796,2,7
37796,3,7.1
37796,4,8.25
37796,5,9.4
37796,6,9.4
37796,7,9.4
37796,8,9.2
37796,9,9
37796,10,9.2
37796,11,9.4
37796,12,9.35
37796,13,9.3
37796,14,8.75
37796,15,8.2
37796,16,8.3
37796,17,8.4
37796,18,9.85
37796,19,11.3
37796,20,12.55
37796,21,13.8
37796,22,13.85
37796,23,13.9
37796,24,14.25
37796,25,14.6
37796,26,14.85
37796,27,15.1
37796,28,15.15
37796,29,15.2
37796,30,15.6
37796,31,16
37796,32,16.1
37796,33,16.2
37796,34,15.2
37796,35,14.2
37796,36,13.15
37796,37,12.1
37796,38,11.85
37796,39,11.6
37796,40,11.2
37796,41,10.8
37796,42,10.7
37796,43,10.6
37796,44,10.5
37796,45,10.4
37796,46,10.25
37796,47,10.1
37796,48,9.7
37797,1,9.3
37797,2,9.45
37797,3,9.6
37797,4,9.55
37797,5,9.5
37797,6,9.25
37797,7,9
37797,8,8.65
37797,9,8.3
37797,10,7.6
37797,11,6.9
37797,12,6.6
37797,13,6.3
37797,14,6.35
37797,15,6.4
37797,16,6.75
37797,17,7.1
37797,18,9.3
37797,19,11.5
37797,20,12.3
37797,21,13.1
37797,22,13.7
37797,23,14.3
37797,24,14.65
37797,25,15
37797,26,15.25
37797,27,15.5
37797,28,15.65
37797,29,15.8
37797,30,15.95
37797,31,16.1
37797,32,15.85
37797,33,15.6
37797,34,14.8
37797,35,14
37797,36,13.15
37797,37,12.3
37797,38,12
37797,39,11.7
37797,40,11.45
37797,41,11.2
37797,42,11.25
37797,43,11.3
37797,44,11.25
37797,45,11.2
37797,46,11.2
37797,47,11.2
37797,48,11
37798,1,10.8
37798,2,11.2
37798,3,11.6
37798,4,11.6
37798,5,11.6
37798,6,11.65
37798,7,11.7
37798,8,11.3
